orderdate,shipdate,shipmode,customername,segment,country,market,category,productname,sales,quantity,profit,shippingcost,row_no
2011-08-03,2011-03-13,Standard Class,Steve Carroll,Home Office,Cambodia,APAC,Technology,HP Fax Machine,900,3,296.91,34.24,951
2011-08-03,2011-03-14,Standard Class,Georgia Rosenberg,Corporate,Nigeria,Africa,Technology,Canon Fax Machine,384,4,-575.724,29.68,952
2011-08-03,2011-12-03,Standard Class,David Kendrick,Corporate,Philippines,APAC,Technology,Nokia Smart Phone,954,2,38.145,20.84,953
2011-08-03,2011-08-03,Same Day,Corey Roper,Home Office,Panama,LATAM,Technology,Sharp Personal Copier,144,3,9.12,16.2,954
2011-08-03,2011-12-03,Second Class,Jim Radford,Consumer,Australia,APAC,Technology,Apple Signal Booster,124,1,39.996,10.9,955
2011-08-03,2011-12-03,Second Class,Jim Radford,Consumer,Australia,APAC,Technology,SanDisk Mouse,143,4,-12.804,9.83,956
2011-08-03,2011-03-14,Standard Class,Georgia Rosenberg,Corporate,Nigeria,Africa,Technology,Konica Printer,80,1,-106.515,9.76,957
2011-08-03,2011-03-13,Standard Class,Luke Weiss,Consumer,Germany,EU,Office Supplies,Advantus Clamps,117,7,15.12,9.69,958
2011-08-03,2011-12-03,Second Class,Jim Radford,Consumer,Australia,APAC,Technology,Panasonic Calculator,317,7,13.944,9.56,959
2011-08-03,2011-03-14,Standard Class,Jeremy Farry,Consumer,Georgia,EMEA,Furniture,Rubbermaid Stacking Tray,101,4,31.2,8.43,960
2011-08-03,2011-03-13,Second Class,Joe Kamberova,Consumer,Poland,EMEA,Technology,Belkin Mouse,41,1,6.12,7.1,961
2011-08-03,2011-03-13,Standard Class,Steve Carroll,Home Office,Cambodia,APAC,Office Supplies,Kleencut Ruler,76,5,18.15,5.5,962
2011-08-03,2011-12-03,Standard Class,Dennis Kane,Consumer,Canada,Canada,Office Supplies,Ibico 3,60,2,23.88,5.0,963
2011-08-03,2011-11-03,First Class,Maurice Satty,Consumer,Argentina,LATAM,Office Supplies,Stockwell Thumb Tacks,16,3,-0.864,4.07,964
2011-08-03,2011-03-13,Standard Class,Steve Carroll,Home Office,Cambodia,APAC,Office Supplies,Acco Binder,88,6,20.16,3.76,965
2011-08-03,2011-10-03,Second Class,Kalyca Meade,Corporate,Indonesia,APAC,Office Supplies,SanDisk Computer Printout Paper,72,4,-63.7884,3.05,966
2011-08-03,2011-03-14,Standard Class,Georgia Rosenberg,Corporate,Nigeria,Africa,Office Supplies,Acco Binding Machine,31,2,-41.946,2.94,967
2011-08-03,2011-03-14,Standard Class,Jeremy Farry,Consumer,Georgia,EMEA,Office Supplies,Stockwell Rubber Bands,17,1,7.26,1.06,968
2011-09-03,2011-12-03,First Class,Anna Gayman,Consumer,South Africa,Africa,Office Supplies,Sanford Canvas,51,1,6.6,17.69,969
2011-09-03,2011-12-03,First Class,Anna Gayman,Consumer,South Africa,Africa,Office Supplies,Wilson Jones Binding Machine,50,1,0.99,14.53,970
2011-09-03,2011-03-13,Standard Class,Saphhira Shifley,Corporate,Australia,APAC,Furniture,Tenex Light Bulb,103,6,-1.314,9.12,971
2011-09-03,2011-12-03,First Class,Janet Lee,Consumer,Spain,EU,Office Supplies,Kraft Interoffice Envelope,94,2,20.64,7.7,972
2011-09-03,2011-12-03,First Class,Anna Gayman,Consumer,South Africa,Africa,Office Supplies,Novimex Color Coded Labels,41,4,19.32,5.88,973
2011-09-03,2011-12-03,First Class,Janet Lee,Consumer,Spain,EU,Office Supplies,BIC Pencil Sharpener,97,3,36.63,5.83,974
2011-09-03,2011-12-03,First Class,Janet Lee,Consumer,Spain,EU,Technology,Sharp Ink,126,1,59.13,4.1,975
2011-09-03,2011-12-03,First Class,Anna Gayman,Consumer,South Africa,Africa,Office Supplies,Binney & Smith Highlighters,17,1,6.06,2.83,976
2011-09-03,2011-12-03,First Class,Anna Gayman,Consumer,South Africa,Africa,Office Supplies,Novimex Shipping Labels,11,1,4.83,2.64,977
2011-09-03,2011-12-03,First Class,Janet Lee,Consumer,Spain,EU,Office Supplies,Tenex Folders,104,5,26.64,0.8,978
2011-09-03,2011-12-03,First Class,Anna Gayman,Consumer,South Africa,Africa,Office Supplies,OIC Paper Clips,29,2,7.56,0.5,979
2011-10-03,2011-12-03,First Class,Bryan Mills,Consumer,China,APAC,Technology,Brother Fax Machine,1,4,382.2,248.59,980
2011-10-03,2011-10-03,Same Day,Tonja Turnell,Home Office,Germany,EU,Technology,Motorola Audio Dock,520,3,202.77,89.92,981
2011-10-03,2011-03-17,Standard Class,Kean Thornton,Consumer,United States,US,Office Supplies,Tennsco 6,636,3,-15.9102,80.79,982
2011-10-03,2011-03-16,Standard Class,Joy Smith,Consumer,China,APAC,Furniture,SAFCO Rocking Chair,1,8,252.24,56.33,983
2011-10-03,2011-03-17,Standard Class,Kean Thornton,Consumer,United States,US,Office Supplies,BOSTON Ranger #55 Pencil Sharpener,83,4,9.3564,15.56,984
2011-10-03,2011-03-14,Standard Class,Katherine Ducich,Consumer,Brazil,LATAM,Furniture,Harbour Creations Steel Folding Chair,201,3,7.98,13.13,985
2011-10-03,2011-03-14,Standard Class,Anna Gayman,Consumer,United Kingdom,EU,Furniture,Harbour Creations Chairmat,74,2,-17.91,9.12,986
2011-10-03,2011-03-15,Standard Class,Tanja Norvell,Home Office,Brazil,LATAM,Office Supplies,Tenex Folders,63,4,1.2,5.25,987
2011-10-03,2011-03-16,Standard Class,Becky Castell,Home Office,Turkey,EMEA,Technology,Motorola Speaker Phone,52,1,-64.242,5.02,988
2011-10-03,2011-03-16,Standard Class,Becky Castell,Home Office,Turkey,EMEA,Office Supplies,Sanford Markers,38,4,-54.648,2.92,989
2011-10-03,2011-03-17,Standard Class,Bill Tyler,Corporate,United Kingdom,EU,Office Supplies,OIC Thumb Tacks,28,2,10.38,1.64,990
2011-10-03,2011-03-14,Standard Class,Scott Williamson,Consumer,United States,US,Office Supplies,Geographics Note Cards,22,2,10.7424,1.48,991
2011-10-03,2011-03-16,Standard Class,Becky Castell,Home Office,Turkey,EMEA,Technology,Konica Calculator,20,1,-10.248,1.36,992
2011-11-03,2011-03-13,Second Class,Peter McVee,Home Office,Iran,EMEA,Technology,Motorola Smart Phone,643,1,244.2,285.83,993
2011-11-03,2011-03-13,Second Class,Filia McAdams,Corporate,United States,US,Technology,Panasonic KX,588,3,164.6316,95.0,994
2011-11-03,2011-03-14,First Class,Maureen Fritzler,Corporate,Germany,EU,Office Supplies,Cardinal 3,229,9,27.756,38.8,995
